angliski;latviski;vērtība;atsauce
how to hack your new year's resolution for success;kā uzlauzt savu jaunā gada apņemšanos, lai gūtu panākumus;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how can businesses build trust?;Kā uzņēmumi var vairot uzticēšanos?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how a firm helps small communities remove contamination from their water;kā uzņēmums palīdz mazām kopienām novērst piesārņojumu no ūdens;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to know if your s.o. is ready to get serious;Kā uzzināt, vai tava mīļotā ir gatava nopietnām attiecībām?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
How can someone with corruption allegation cases talks about corruption? ;Kā var kāds, kuram ir apsūdzības korupcijā, runāt par korupciju? ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
how can you tell if a dog rescue group is legit?;Kā var noteikt, vai suņu glābšanas grupa ir legāla?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
where bernie sanders' health care crusade might go from here;Kā varētu turpināties Bernija Sandersa krusta karš veselības aprūpes jomā?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how a tv-free summer is changing our family;kā vasara bez TV maina mūsu ģimeni;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how the washington nationals won over a young atlanta braves fan;kā Vašingtonas Nacionālā izlase iekaroja jauno Atlantas Braves fanu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how do we form and build meaningful relationships in the digital age? (nsfw);kā veidot un veidot nozīmīgas attiecības digitālajā laikmetā? ;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how one mom taught her 7-year-old daughter to accept her natural beauty;kā viena mamma iemācīja savai septiņus gadus vecajai meitai pieņemt savu dabisko skaistumu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how one gym is helping people get in touch with their feelings;Kā viena sporta zāle palīdz cilvēkiem sazināties ar savām jūtām;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how one man is redefining 'responsible' gun ownership;"Kā viens cilvēks no jauna definē ""atbildīgu"" ieroču turēšanu";0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how one dying man changed the debate about the tax bill;kā viens mirstošs cilvēks mainīja debates par nodokļu likumprojektu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
How does everyone chew their food? I want to make sure I am doing it in a way that does not offend anyone. ;Kā visi košļājas? Es gribu būt pārliecināts, ka daru to tā, lai nevienu neaizvainotu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
how to lose to the islamic state: obama administration considers deploying troops to iraq, focusing on assad in syria;kā zaudēt islāma valstij: Obamas administrācija apsver karaspēka nosūtīšanu uz Irāku, koncentrējoties uz Asadu Sīrijā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to track santa claus' flight around the world this christmas eve;kā Ziemassvētku priekšvakarā izsekot santa klausa lidojumam apkārt pasaulei;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to know when to dial your confidence up -- or down;Kā zināt, kad palielināt vai samazināt pašpārliecinātību?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how do you know when a beauty product is 'the one'?;"Kā zināt, kad skaistumkopšanas līdzeklis ir ""tas īstais""?";0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how this journalist forced officials to release the laquan mcdonald video;Kā žurnālists piespieda amatpersonas publiskot Lakana Makdonalda videoierakstu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how using your phone to pay for the subway can help fight climate change;kā, izmantojot tālruni, lai samaksātu par metro, var palīdzēt cīnīties pret klimata pārmaiņām;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Like oh wow I was tardy to class so now you are gonna send me across the campus to miss more class???!!!!;Kā, piemēram, o, jā, es kavēju uz stundu, tāpēc tagad tu mani sūtīsi pāri pilsētiņai, lai es nokavētu vēl vienu stundu?????!!!!.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Besides my life, what's the main topic of the book? Willpower! ;Kāda ir grāmatas galvenā tēma bez manas dzīves? Vara spēks! ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
what it feels like to see for the first time at age 49;kāda ir sajūta pirmo reizi ieraudzīt 49 gadu vecumā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
what's your upside;Kāda ir tava pozitīvā puse;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
A woman on the tube offered me her seat because she thought I was preggers today ;Kāda sieviete metro man piedāvāja savu sēdvietu, jo domāja, ka es šodien esmu stāvoklī. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
"A woman complained to the train conductor about a young man's ""loud"" music after she'd had an animated conversation on her phone. ";"Kāda sieviete sūdzējās vilciena konduktorei par kāda jaunieša ""skaļo"" mūziku pēc tam, kad viņa bija aizvadījusi spraigu sarunu pa telefonu. ";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Somebody should've blocked the steps up to the stage with traffic when Christie tried to get up there. ;Kādam vajadzēja bloķēt kāpnes līdz skatuvei ar satiksmi, kad Kristijs mēģināja tur nokļūt. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
An old man turned 98, he won the lottery and died the next day. ;Kādam vecam cilvēkam palika 98 gadi, viņš laimēja loterijā un nākamajā dienā nomira. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
what 'scandalous' changes could be coming to the catholic church?;"kādas ""skandalozas"" pārmaiņas varētu gaidāmas katoļu baznīcā?";0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
the dangers behind teen texting and driving;Kādas briesmas rada īsziņu rakstīšana pusaudžiem, kuri brauc ar mašīnu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
Getting someone pregnant while having sex on a pull out couch ;Kādas grūtniecības iestāšanās, nodarbojoties ar seksu uz izvelkamā dīvāna ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
I mean, at some point, Bill has to start worrying about Hillary staining the Clinton legacy, right? ;Kādā brīdī Billam taču jāsāk uztraukties par to, ka Hilarija aptraipīs Klintonu mantojumu, vai ne? ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Somehow I'm most productive in my study of Christian theology when listening to Nirvana.;Kādā veidā es esmu visproduktīvākais kristīgās teoloģijas studijās, klausoties Nirvana.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
just how is obama's foreign policy a failure?;Kādā veidā Obamas ārpolitika ir neveiksmīga?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
once-homeless hairstylist helps girls in need in the most beautiful way;kādreiz bez mājām palikusi friziere skaistākajā veidā palīdz meitenēm, kurām nepieciešama palīdzība;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
A computer once beat me at chess, but it was no match for me at kick boxing ;Kādreiz dators mani pārspēja šahā, bet kikboksā tas man nebija pa spēkam. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
A white man wrote a book on keeping foreign people out of the country???;Kāds baltais vīrietis uzrakstīja grāmatu par to, kā aizturēt ārzemniekus no valsts?????;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
A person who's a smoker advises another person about a chocolate which is bad according to him since it contains too much sugar. ;Kāds cilvēks, kurš ir smēķētājs, iesaka citam cilvēkam šokolādi, kas, viņaprāt, ir slikta, jo satur pārāk daudz cukura. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Someone put a picture of their fake ID on their story. ;Kāds ievietoja savas viltotās ID bildi savā stāstā. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
what's your story?;kāds ir tavs stāsts?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
"Someone thought it was a good idea to put a flashing sign along the road that says ""focus on driving"". ";"Kāds izdomāja, ka ir laba ideja gar ceļu novietot mirgojošu zīmi ar uzrakstu ""koncentrējies uz braukšanu"". ";1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Someone asked if I thought we'd have time travel in my lifetime. I said we'd have to by definition. ;Kāds jautāja, vai es domāju, ka manā dzīvē būs ceļošana laikā. Es teicu, ka pēc definīcijas mums tas būs jādara. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Someone legitimately stole the bible I ordered off my front porch;Kāds likumīgi nozaga Bībeli, ko es pasūtīju no savas priekšpagalma.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Someone's gonna tell me that Ozil has had a brilliant half.. ;Kāds man teiks, ka Ozils ir aizvadījis lielisku puslaiku.. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Someone recently asked if i still believe in God.But i honestly don't know.I believe in *something* but am not a fundamentalist. ;Kāds nesen jautāja, vai es joprojām ticu Dievam. bet es, godīgi sakot, nezinu. es ticu * kaut kam*, bet neesmu fundamentālists. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
someone cant help hurting u, someone cant help making u happy ...... and u cant help wishing the one who hurts u to make u happy!;kāds nevar palīdzēt sāpināt tevi, kāds nevar palīdzēt padarīt tevi laimīgu ...... un tu nevari nevēlēties, lai tas, kurš tevi sāpina, dara tevi laimīgu!;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
someone made a $13 bacon cheeseburger-stuffed glazed donut;kāds pagatavoja ar bekona čīzburgeri pildītu glazētu kēksiņu par 13 ASV dolāriem;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
someone threw the 'veep' music over that awkward trump non-signing, and it's fantastic;"kāds pār šo neveiklo Trampa neparakstīšanos pārlaida ""veep"" mūziku, un tas ir fantastiski";0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
A guy nearly walked straight into me because he was on grindr.;Kāds puisis gandrīz iegāja man tieši pretī, jo viņš bija grindr.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
A guy came to the Carr's home to get money for criminals to get their life turned around and he ended stealing my bike when he left;Kāds puisis ieradās Kāra mājās, lai iegūtu naudu noziedzniekiem, lai viņi varētu mainīt savu dzīvi, un viņš, aizbraucot, beidzās ar to, ka nozaga manu velosipēdu.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Some guy on a Segway just called me an asshole;Kāds puisis uz segveja tikko nosauca mani par dīdītāju;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Some guy on the news is a sailor called will turner, he's also hot…;Kāds puisis ziņās ir jūrnieks vārdā Vils Tērners, viņš arī ir karsts...;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
A relatively prominent radio host just came out in support of Cruz too. I love where this is all going.;Kāds samērā ievērojams radio vadītājs arī tikko pauda atbalstu Krusam. Man patīk, kur tas viss virzās.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Somebody is in a great mood this morning. ;Kāds šorīt ir lieliskā garastāvoklī. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
A man just called me impolite and hung up on me ;Kāds vīrietis nosauca mani par nepieklājīgu un nolika klausuli. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
A journalist in my news feed who consistently uses anecdotes to prove his points is complaining about anecdotes in journalism. ;Kāds žurnālists manā ziņu plūsmā, kurš konsekventi izmanto anekdotes, lai pierādītu savu viedokli, sūdzas par anekdotēm žurnālistikā. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
the kind of demonstration i'd like to see;kādu demonstrāciju es gribētu redzēt;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
one day i would like to have kids .. one day well maybe two days  ;Kādu dienu es gribētu, lai man būtu bērni... vienu dienu, labi, varbūt divas dienas.  ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Someday I'll write a paper arguing that John should be a synoptic Gospel. Its exclusion seems too much like a canonical bias. ;Kādu dienu es uzrakstīšu darbu, kurā apgalvošu, ka Jāņa evaņģēlijam jābūt sinoptiskajam evaņģēlijam. Tā izslēgšana šķiet pārāk līdzīga kanoniskai aizspriedumainībai. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
